31,circlet,1,1
31,glimmer_cape,2,1
31,lifesteal,3,1
31,vladmir,3,1
31,hood_of_defiance,3,1
31,blight_stone,2,1
31,phase_boots,3,1
31,bottle,2,1
31,soul_ring,2,1
31,broadsword,4,1
31,blade_mail,4,1
31,arcane_boots,4,1
31,guardian_greaves,4,1
31,hand_of_midas,3,1
31,orb_of_venom,1,1
31,sange,4,1
31,talisman_of_evasion,4,1
31,heavens_halberd,4,1
31,robe,3,1
31,kaya,3,1
31,mithril_hammer,3,1
31,maelstrom,3,1
31,javelin,3,1
31,vitality_booster,2,1
31,quelling_blade,4,1
31,spirit_vessel,4,1
31,solar_crest,3,1
31,headdress,2,1
31,kaya,4,1
31,gloves,2,1
31,boots,4,1
31,belt_of_strength,4,1
31,power_treads,4,1
31,blades_of_attack,4,1
31,solar_crest,4,1
31,tango_single,1,1
31,ring_of_tarrasque,3,1
31,holy_locket,4,1
31,rod_of_atos,4,1
31,cyclone,3,1
31,helm_of_iron_will,3,1
31,veil_of_discord,3,1
65,boots,3,1
65,travel_boots,3,1
65,tranquil_boots,4,1
65,aether_lens,4,1
65,energy_booster,4,1
65,platemail,3,1
65,bottle,3,1
65,point_booster,2,1
65,blade_of_alacrity,3,1
65,ultimate_scepter,3,1
65,flask,3,1
65,void_stone,2,1
65,cyclone,2,1
65,ultimate_orb,3,1
65,sheepstick,3,1
65,mystic_staff,3,1
65,dust,4,1
65,medallion_of_courage,4,1
65,blight_stone,4,1
65,belt_of_strength,4,1
65,necronomicon,4,1
65,necronomicon_2,4,1
65,circlet,3,1
65,gauntlets,3,1
65,bracer,3,1
65,point_booster,3,1
65,null_talisman,1,1
65,cyclone,4,1
65,point_booster,4,1
65,ultimate_scepter,4,1
65,ring_of_protection,2,1
65,quelling_blade,3,1
65,shadow_amulet,4,1
65,invis_sword,4,1
65,claymore,4,1
65,black_king_bar,3,1
65,refresher,4,1
65,meteor_hammer,4,1
65,ring_of_health,2,1
65,stout_shield,2,1
65,vanguard,2,1
65,vitality_booster,2,1
78,blight_stone,2,1
78,solar_crest,4,1
78,faerie_fire,3,1
78,sange,4,1
78,talisman_of_evasion,4,1
78,heavens_halberd,4,1
78,broadsword,3,1
78,blade_mail,3,1
78,courier,1,1
78,reaver,3,1
78,ring_of_tarrasque,3,1
78,heart,4,1
78,quelling_blade,4,1
78,maelstrom,3,1
78,javelin,3,1
78,staff_of_wizardry,4,1
78,force_staff,4,1
78,demon_edge,4,1
78,javelin,4,1
78,quarterstaff,4,1
78,monkey_king_bar,4,1
78,broadsword,4,1
78,blade_mail,4,1
78,robe,4,1
78,ring_of_protection,1,1
78,shadow_amulet,3,1
78,claymore,3,1
78,invis_sword,3,1
78,quarterstaff,3,1
78,oblivion_staff,3,1
78,blade_of_alacrity,4,1
78,ultimate_scepter,4,1
78,spirit_vessel,3,1
78,shadow_amulet,4,1
78,glimmer_cape,4,1
78,ancient_janggo,4,1
78,ghost,4,1
78,gauntlets,1,1
78,shivas_guard,3,1
78,mystic_staff,3,1
78,quarterstaff,2,1
78,oblivion_staff,2,1
78,robe,2,1
78,rapier,3,1
78,demon_edge,3,1
78,necronomicon,3,1
78,necronomicon_2,3,1
78,necronomicon_3,3,1
78,buckler,2,1
78,wind_lace,1,1
34,aether_lens,2,1
34,bottle,3,1
34,sange,3,1
34,belt_of_strength,3,1
34,kaya_and_sange,3,1
34,dust,4,1
34,wraith_band,1,1
34,refresher,4,1
34,point_booster,4,1
34,blade_of_alacrity,4,1
34,belt_of_strength,4,1
34,necronomicon,4,1
34,necronomicon_2,4,1
34,necronomicon_3,4,1
34,vitality_booster,3,1
34,soul_booster,3,1
34,ring_of_health,3,1
34,bloodstone,4,1
34,staff_of_wizardry,2,1
34,magic_wand,1,1
34,circlet,3,1
34,mantle,3,1
34,circlet,4,1
34,slippers,4,1
34,wraith_band,4,1
34,dragon_lance,4,1
34,hurricane_pike,4,1
34,ward_observer,3,1
34,shadow_amulet,4,1
34,invis_sword,4,1
34,claymore,4,1
76,cloak,3,1
76,hood_of_defiance,3,1
76,boots,3,1
76,travel_boots,3,1
76,dust,4,1
76,magic_stick,3,1
76,sange,2,1
76,lotus_orb,3,1
76,clarity,4,1
76,travel_boots_2,4,1
76,tranquil_boots,3,1
76,hand_of_midas,3,1
76,orchid,3,1
76,shadow_amulet,3,1
76,invis_sword,3,1
76,claymore,3,1
76,chainmail,4,1
76,assault,4,1
76,dragon_lance,2,1
76,shadow_amulet,2,1
76,invis_sword,2,1
76,claymore,2,1
76,vitality_booster,4,1
76,energy_booster,4,1
76,soul_booster,4,1
76,point_booster,4,1
76,octarine_core,4,1
76,faerie_fire,2,1
76,boots,1,1
76,blades_of_attack,3,1
76,power_treads,3,1
76,ward_sentry,1,1
76,rod_of_atos,3,1
76,smoke_of_deceit,2,1
76,magic_stick,1,1
76,manta,4,1
76,demon_edge,4,1
76,javelin,4,1
76,quarterstaff,4,1
76,monkey_king_bar,4,1
76,dust,3,1
76,circlet,4,1
76,slippers,4,1
76,wraith_band,4,1
76,ring_of_basilius,2,1
76,ring_of_aquila,2,1
76,ring_of_protection,2,1
76,talisman_of_evasion,3,1
76,eagle,3,1
76,butterfly,3,1
44,buckler,3,1
44,mekansm,3,1
44,enchanted_mango,3,1
44,faerie_fire,3,1
44,gauntlets,2,1
44,wind_lace,4,1
44,smoke_of_deceit,4,1
44,solar_crest,4,1
44,magic_wand,3,1
44,gem,4,1
44,eagle,4,1
44,ethereal_blade,4,1
44,ghost,4,1
44,quelling_blade,3,1
44,smoke_of_deceit,3,1
44,magic_stick,1,1
44,ward_observer,4,1
44,broadsword,3,1
44,blades_of_attack,3,1
44,lesser_crit,3,1
44,greater_crit,3,1
44,dust,4,1
44,butterfly,3,1
44,orb_of_venom,1,1
44,orb_of_venom,2,1
44,assault,3,1
44,platemail,3,1
44,sphere,4,1
44,bottle,4,1
44,kaya,3,1
44,yasha_and_kaya,3,1
44,cloak,3,1
44,hood_of_defiance,3,1
44,pipe,3,1
44,boots,3,1
44,travel_boots,3,1
44,diffusal_blade,3,1
44,medallion_of_courage,2,1
44,shadow_amulet,4,1
44,invis_sword,4,1
44,silver_edge,4,1
44,meteor_hammer,3,1
111,flask,4,1
111,dagon,3,1
111,tranquil_boots,4,1
111,wind_lace,4,1
111,headdress,3,1
111,buckler,3,1
111,mekansm,3,1
111,bottle,4,1
111,ogre_axe,4,1
111,sange,4,1
111,heavens_halberd,4,1
111,talisman_of_evasion,4,1
111,ultimate_orb,4,1
111,mystic_staff,4,1
111,sheepstick,4,1
111,dust,4,1
111,aeon_disk,4,1
111,phase_boots,3,1
111,gloves,3,1
111,mantle,1,1
111,rod_of_atos,4,1
111,blades_of_attack,4,1
111,power_treads,4,1
111,spirit_vessel,4,1
111,force_staff,3,1
111,tango,3,1
111,ghost,4,1
111,tango_single,1,1
111,boots,3,1
1,tome_of_knowledge,3,1
1,moon_shard,3,1
1,blade_of_alacrity,4,1
1,boots_of_elves,4,1
1,yasha,4,1
1,sange,4,1
1,sange_and_yasha,4,1
1,radiance,3,1
1,relic,3,1
1,orb_of_venom,2,1
1,gauntlets,2,1
1,bracer,2,1
1,claymore,3,1
1,satanic,3,1
1,magic_wand,3,1
1,robe,3,1
1,diffusal_blade,3,1
1,platemail,3,1
1,assault,3,1
1,blink,3,1
1,tome_of_knowledge,2,1
1,smoke_of_deceit,3,1
1,blades_of_attack,4,1
1,power_treads,4,1
1,energy_booster,4,1
1,aeon_disk,4,1
1,flask,4,1
1,ward_observer,4,1
1,ward_sentry,1,1
1,travel_boots,3,1
1,dust,4,1
1,ultimate_orb,2,1
1,sobi_mask,4,1
1,oblivion_staff,4,1
1,echo_sabre,4,1
1,robe,4,1
1,platemail,4,1
1,assault,4,1
1,circlet,3,1
1,slippers,3,1
1,ring_of_aquila,3,1
1,infused_raindrop,2,1
1,vitality_booster,2,1
1,vanguard,2,1
1,gloves,3,1
1,staff_of_wizardry,3,1
1,ultimate_scepter,4,1
1,branches,4,1
94,hurricane_pike,2,1
94,belt_of_strength,3,1
94,magic_wand,3,1
94,ward_observer,4,1
94,ward_sentry,4,1
94,power_treads,3,1
94,flask,3,1
94,tango_single,2,1
94,ward_observer,2,1
94,claymore,3,1
94,robe,4,1
94,kaya,4,1
94,blade_of_alacrity,4,1
94,boots_of_elves,4,1
94,yasha,4,1
94,yasha_and_kaya,4,1
94,pers,3,1
94,void_stone,3,1
94,sphere,3,1
94,maelstrom,4,1
94,gloves,2,1
