2,stout_shield,1,209
2,tango,1,148
2,ward_observer,1,28
2,magic_stick,2,118
2,boots,2,162
2,wind_lace,2,72
2,ward_observer,2,71
2,clarity,2,118
2,ring_of_regen,2,72
2,tranquil_boots,2,56
2,tpscroll,2,444
2,smoke_of_deceit,2,26
2,blink,2,117
2,chainmail,3,141
2,clarity,3,173
2,ward_observer,3,54
2,smoke_of_deceit,3,40
2,tpscroll,3,606
2,ward_sentry,3,66
2,broadsword,3,108
2,robe,3,109
2,blade_mail,3,113
2,ring_of_regen,3,89
2,branches,3,119
2,headdress,3,25
2,ward_sentry,2,37
2,wind_lace,3,30
2,ring_of_health,3,36
2,vitality_booster,3,22
2,vanguard,3,18
2,tome_of_knowledge,3,17
2,buckler,3,42
2,crimson_guard,3,39
2,ring_of_health,2,115
2,vitality_booster,2,87
2,vanguard,2,90
2,magic_wand,3,30
2,shadow_amulet,3,43
2,invis_sword,3,42
2,claymore,3,43
2,ogre_axe,3,48
2,mithril_hammer,4,22
2,tpscroll,4,77
2,black_king_bar,4,22
2,clarity,4,21
2,flask,1,76
2,quelling_blade,2,45
2,cloak,2,12
2,hood_of_defiance,2,11
2,blink,3,40
2,infused_raindrop,2,20
2,broadsword,2,22
2,chainmail,2,34
2,travel_boots,3,26
2,tango,2,28
2,enchanted_mango,2,33
2,mithril_hammer,3,35
2,black_king_bar,3,34
2,branches,1,20
2,magic_wand,2,38
2,branches,2,72
2,cloak,3,25
2,dust,3,23
2,hood_of_defiance,3,22
2,pipe,3,22
2,staff_of_wizardry,3,26
2,force_staff,3,13
2,flask,2,30
2,travel_boots,4,15
2,enchanted_mango,1,60
2,robe,2,23
2,tranquil_boots,3,26
2,ogre_axe,4,18
2,tpscroll,1,69
2,blade_mail,2,14
4,tango,1,13
4,quelling_blade,1,21
4,flask,1,12
4,stout_shield,1,29
4,magic_stick,2,24
4,branches,2,35
4,boots,2,32
4,magic_wand,2,22
4,belt_of_strength,2,32
4,blades_of_attack,2,12
4,clarity,2,38
4,power_treads,2,29
4,tpscroll,2,69
4,chainmail,2,15
4,clarity,3,21
4,tpscroll,3,102
4,mithril_hammer,3,30
4,ogre_axe,3,29
4,black_king_bar,3,26
4,tpscroll,4,17
4,branches,1,24
4,flask,2,35
4,circlet,2,41
4,wraith_band,2,37
4,slippers,2,29
4,gloves,2,23
4,ultimate_orb,3,19
4,radiance,3,11
4,tango_single,1,16
4,tpscroll,1,22
4,sobi_mask,2,24
4,ring_of_basilius,2,23
4,ring_of_protection,2,24
4,ring_of_aquila,2,23
4,robe,2,11
5,tango,1,48
5,tpscroll,1,40
5,ward_observer,1,16
5,clarity,1,31
5,magic_stick,2,46
5,ward_sentry,2,161
5,boots,2,50
5,ward_observer,2,268
5,wind_lace,2,56
5,smoke_of_deceit,2,69
5,tpscroll,2,155
5,ring_of_regen,2,43
5,tranquil_boots,2,39
5,branches,2,45
5,infused_raindrop,2,20
5,magic_wand,2,25
5,ward_sentry,3,431
5,smoke_of_deceit,3,65
5,ward_observer,3,253
5,tpscroll,3,160
5,tome_of_knowledge,3,42
5,cloak,3,28
5,shadow_amulet,3,27
5,glimmer_cape,3,27
5,ward_sentry,4,97
5,ward_observer,4,69
5,enchanted_mango,1,67
5,wind_lace,3,19
5,smoke_of_deceit,4,16
5,clarity,2,71
5,dust,3,13
5,tome_of_knowledge,2,29
5,circlet,2,13
5,branches,3,27
5,magic_wand,3,12
5,ring_of_regen,3,17
5,clarity,3,37
5,circlet,3,12
5,tpscroll,4,22
6,tango,1,38
6,flask,1,11
6,slippers,1,40
6,branches,1,62
6,circlet,1,26
6,circlet,2,84
6,wraith_band,2,122
6,slippers,2,61
6,magic_stick,2,15
6,boots,2,52
6,belt_of_strength,2,35
6,blades_of_attack,2,25
6,power_treads,2,44
6,shadow_amulet,2,11
6,flask,2,45
6,claymore,2,11
6,branches,2,17
6,clarity,2,13
6,boots_of_elves,2,69
6,magic_wand,2,15
6,ogre_axe,2,23
6,boots_of_elves,3,42
6,dragon_lance,3,21
6,tpscroll,3,148
6,ultimate_orb,3,18
6,staff_of_wizardry,3,25
6,ring_of_regen,3,20
6,force_staff,3,21
6,hurricane_pike,3,21
6,ogre_axe,3,47
6,mithril_hammer,3,19
6,black_king_bar,3,15
6,claymore,3,19
6,tpscroll,2,118
6,shadow_amulet,3,19
6,invis_sword,3,21
6,tpscroll,4,31
6,gloves,2,23
6,blade_of_alacrity,3,15
6,tango,2,55
6,tpscroll,1,22
6,sobi_mask,2,18
6,ring_of_basilius,2,18
6,ring_of_protection,2,18
6,ring_of_aquila,2,18
6,dragon_lance,2,20
8,tango,1,81
8,stout_shield,1,76
8,flask,1,54
8,branches,1,82
8,quelling_blade,2,105
8,circlet,2,238
8,slippers,2,232
8,wraith_band,2,236
8,boots,2,129
8,belt_of_strength,2,61
8,blades_of_attack,2,86
8,power_treads,2,57
8,ring_of_health,2,48
8,pers,2,40
8,void_stone,2,44
8,tpscroll,2,215
8,bfury,3,40
8,demon_edge,3,35
8,tpscroll,3,397
8,blade_of_alacrity,3,82
8,boots_of_elves,3,55
8,yasha,3,65
8,ultimate_orb,3,100
8,manta,3,57
8,quelling_blade,1,16
8,tango,2,61
8,magic_stick,2,83
8,branches,2,59
8,magic_wand,2,60
8,enchanted_mango,2,31
8,clarity,2,113
8,sobi_mask,2,19
8,blade_of_alacrity,2,67
8,boots_of_elves,2,66
8,yasha,2,48
8,enchanted_mango,1,38
8,gloves,2,50
8,phase_boots,2,64
8,chainmail,2,51
8,mithril_hammer,3,38
8,maelstrom,3,17
8,javelin,3,25
8,skadi,3,14
8,point_booster,3,16
8,mjollnir,3,12
8,hyperstone,3,22
8,demon_edge,2,38
8,clarity,3,39
8,ogre_axe,3,42
8,belt_of_strength,3,52
8,sange,3,38
